208	208	1	77	PF	2013-05-12 10:48:00-03	99593.47	101572.38	2016-07-29 12:49:35-03
382	382	1	77	PF	2010-02-02 12:28:00-02	6992.42	6935.26	2017-02-22 09:18:12-03
431	431	1	77	PF	2013-11-20 09:12:00-02	31323.33	31597.66	2019-04-02 09:38:44-03
574	574	1	77	PF	2014-03-05 13:10:00-03	11612.55	10535.63	2022-07-03 20:00:19-03
684	684	1	77	PF	2020-03-14 08:55:00-03	14568.50	14689.17	2022-12-29 21:00:00.317437-03
717	717	1	77	PF	2015-02-21 10:48:00-02	30082.00	29273.68	2020-02-20 23:00:45-03
892	892	1	77	PF	2015-08-05 09:19:00-03	8397.36	7660.12	2019-05-25 12:09:19-03
145	145	1	79	PF	2011-03-03 10:41:00-03	69766.79	65137.83	2020-10-03 11:06:51-03
152	152	1	79	PF	2017-07-01 11:56:00-03	68.44	16.22	2022-12-29 20:59:59.386084-03
258	258	1	79	PF	2011-08-21 11:49:00-03	14823.21	14252.92	2022-05-06 09:23:37-03
293	293	1	79	PF	2018-10-14 09:48:00-03	34326.80	33578.19	2022-10-28 23:01:59-03
473	473	1	79	PF	2016-01-02 08:15:00-02	50851.23	49224.08	2020-10-04 06:33:03-03
567	567	1	79	PF	2011-05-16 07:17:00-03	31479.60	29103.95	2015-09-15 08:33:09-03
758	758	1	79	PF	2014-12-25 11:17:00-02	62228.87	56551.49	2019-09-19 00:25:22-03
875	875	1	79	PF	2015-01-18 13:07:00-02	33365.15	30866.63	2022-12-29 20:55:10-03
989	989	1	79	PF	2021-11-25 11:47:00-03	754.61	577.40	2022-12-29 20:59:55-03
119	119	1	83	PF	2020-01-14 07:20:00-03	27043.28	26165.99	2022-10-26 03:36:27-03
186	186	1	83	PF	2022-02-21 12:05:00-03	164.71	134.20	2022-12-29 21:00:00.56732-03
231	231	1	83	PF	2012-06-25 08:43:00-03	52989.00	49969.30	2017-02-09 09:55:11-02
232	232	1	83	PF	2013-11-27 14:57:00-02	117243.30	110336.89	2020-07-24 05:10:00-03
243	243	1	83	PF	2017-04-01 11:23:00-03	15640.93	16447.33	2022-10-24 10:33:00-03
331	331	1	83	PF	2012-09-22 13:29:00-03	15569.42	15030.97	2022-12-29 20:59:59.268198-03
602	602	1	83	PF	2018-10-24 10:07:00-03	10115.97	9667.71	2021-02-19 01:34:16-03
671	671	1	83	PF	2021-08-09 13:15:00-03	8075.95	7551.61	2022-12-29 21:00:00.918448-03
804	804	1	83	PF	2011-12-06 11:00:00-02	58103.96	56919.71	2016-11-04 09:52:28-02
927	927	1	83	PF	2011-08-15 11:48:00-03	34239.26	33034.49	2013-02-06 11:38:57-02
938	938	1	83	PF	2016-12-12 10:27:00-02	167.21	116.36	2022-12-29 20:59:59.245727-03
42	42	2	12	PF	2013-04-12 09:10:00-03	27615.72	27609.02	2022-01-19 01:26:03-03
185	185	2	12	PF	2011-03-23 11:06:00-03	403.05	393.62	2021-03-04 16:53:30-03
415	415	2	12	PF	2015-06-09 11:03:00-03	66837.71	64200.64	2022-12-29 21:00:00.397829-03
504	504	2	12	PF	2015-04-22 11:18:00-03	45917.36	46241.17	2022-12-29 19:39:57-03
548	548	2	12	PF	2021-05-24 09:19:00-03	51462.00	47060.44	2022-12-29 20:59:59.281558-03
23	23	2	15	PF	2012-12-06 08:38:00-02	19605.44	19299.27	2022-12-29 20:58:10-03
55	55	2	15	PF	2016-11-10 12:25:00-02	353.76	322.26	2022-12-29 21:00:00.379315-03
85	85	2	15	PF	2010-10-04 10:19:00-03	55114.87	10769.58	2022-12-11 06:49:24-03
138	138	2	15	PF	2018-04-06 07:08:00-03	230.13	116.05	2022-12-29 20:59:59.356948-03
188	188	2	15	PF	2022-11-12 11:02:00-03	10111.06	9159.69	2022-12-29 21:00:00.476412-03
432	432	2	15	PF	2011-04-27 09:38:00-03	122319.38	115048.84	2022-12-29 20:59:59.49324-03
455	455	2	15	PF	2017-08-24 07:26:00-03	1440.95	1268.50	2020-11-08 14:27:02-03
517	517	2	15	PF	2020-12-11 12:57:00-03	62271.82	64049.89	2022-12-29 20:59:59.977786-03
545	545	2	15	PF	2019-12-16 07:22:00-03	20510.22	20524.46	2022-12-29 20:59:59.94329-03
621	621	2	15	PF	2015-03-11 08:29:00-03	52509.98	52048.08	2022-10-11 22:15:42-03
762	762	2	15	PF	2022-09-15 11:36:00-03	28104.60	27974.60	2022-12-29 20:59:59.911482-03
168	168	2	22	PF	2012-12-20 14:11:00-02	35959.30	37827.96	2022-07-06 11:23:09-03
456	456	2	22	PF	2014-02-12 13:54:00-02	25.76	12.04	2022-04-04 16:19:19-03
505	505	2	22	PF	2013-07-27 10:47:00-03	209128.93	191520.60	2022-10-19 17:01:15-03
566	566	2	22	PF	2013-11-11 10:53:00-02	5737.69	5160.79	2018-03-26 12:13:17-03
666	666	2	22	PF	2015-07-27 12:03:00-03	47389.75	48308.97	2020-02-25 08:30:30-03
750	750	2	22	PF	2012-05-05 08:32:00-03	3848.69	3727.02	2022-12-25 13:58:54-03
768	768	2	22	PF	2019-04-22 11:34:00-03	44919.13	42951.12	2022-12-29 20:55:59-03
14	14	2	28	PF	2014-08-26 11:14:00-03	3923.41	3491.48	2022-12-29 21:00:00.698664-03
45	45	2	28	PF	2015-10-19 12:51:00-02	15400.83	13450.80	2021-06-09 21:38:31-03
221	221	2	28	PF	2016-08-16 10:42:00-03	2058.98	2677.19	2022-12-28 15:28:44-03
534	534	2	28	PF	2015-01-25 14:56:00-02	32217.00	33477.58	2022-12-29 19:53:27-03
799	799	2	28	PF	2021-05-24 08:29:00-03	128.33	7.34	2022-12-29 21:00:00.146195-03
841	841	2	28	PF	2020-04-16 13:11:00-03	35333.46	36788.90	2022-12-28 20:54:25-03
896	896	2	28	PF	2018-06-19 11:13:00-03	36968.31	39530.31	2022-12-29 20:59:59.122591-03
915	915	2	28	PF	2018-12-25 10:03:00-02	12410.46	12940.12	2022-10-01 05:38:58-03
945	945	2	28	PF	2016-05-10 10:56:00-03	48981.15	49096.21	2022-12-03 11:04:20-03
435	435	2	46	PF	2011-02-02 09:14:00-02	41480.04	40881.44	2019-06-30 17:38:23-03
616	616	2	46	PF	2017-08-04 07:47:00-03	16991.02	15969.62	2022-12-29 20:59:59.913155-03
661	661	2	46	PF	2013-09-11 10:40:00-03	19.33	5.35	2022-12-29 20:59:56-03
664	664	2	46	PF	2017-11-12 13:21:00-02	17796.98	17333.02	2022-12-29 21:00:00.689084-03
667	667	2	46	PF	2022-03-06 12:06:00-03	987.98	760.39	2022-12-29 21:00:00.112756-03
766	766	2	46	PF	2014-09-07 10:15:00-03	271.74	334.31	2022-12-29 20:59:59.641-03
821	821	2	46	PF	2012-03-12 09:31:00-03	38099.70	37024.01	2016-02-26 11:02:42-03
36	36	2	56	PF	2012-02-17 13:58:00-02	41929.75	40313.21	2022-12-29 20:59:54-03
46	46	2	56	PF	2011-06-04 08:10:00-03	47538.62	151644.40	2016-09-08 03:26:30-03
277	277	2	56	PF	2013-06-09 09:38:00-03	1408.38	1263.39	2017-10-07 03:48:39-03
375	375	2	56	PF	2019-06-22 12:56:00-03	13593.81	12657.90	2022-12-29 20:59:59.227118-03
495	495	2	56	PF	2015-07-02 08:07:00-03	29290.94	28153.49	2022-12-29 21:00:00.823395-03
539	539	2	56	PF	2011-04-21 07:58:00-03	17405.56	16455.88	2015-09-25 08:33:15-03
744	744	2	56	PF	2012-03-21 08:46:00-03	4711.03	5493.63	2021-10-01 15:38:52-03
774	774	2	56	PF	2018-07-11 11:52:00-03	206361.40	196440.97	2022-12-29 20:56:56-03
903	903	2	56	PF	2020-08-16 08:05:00-03	83936.28	84439.77	2022-03-13 16:41:29-03
930	930	2	56	PF	2018-04-03 08:06:00-03	16311.09	8241.09	2022-12-18 09:54:26-03
62	62	2	57	PF	2010-12-02 10:14:00-02	6662.32	6390.18	2020-06-28 18:08:18-03
73	73	2	57	PF	2012-06-21 11:25:00-03	2612.72	2439.85	2017-05-21 06:14:01-03
94	94	2	57	PF	2011-09-09 12:00:00-03	34545.96	33166.61	2022-12-29 21:00:00.138357-03
175	175	2	57	PF	2015-12-17 12:44:00-02	1931.37	1744.86	2018-05-18 18:30:15-03
333	333	2	57	PF	2019-12-03 10:34:00-03	398.66	263.32	2022-12-29 20:59:59.673776-03
677	677	2	57	PF	2018-01-15 09:14:00-02	39346.53	38525.41	2022-07-12 14:02:07-03
760	760	2	57	PF	2013-04-27 07:08:00-03	20116.40	20875.57	2015-06-05 09:29:59-03
801	801	2	57	PF	2019-09-27 12:29:00-03	34040.21	34583.48	2022-12-29 20:59:59.136427-03
905	905	2	57	PF	2013-03-04 09:38:00-03	18219.17	17267.95	2016-08-05 20:19:11-03
990	990	2	57	PF	2020-01-23 13:28:00-03	6317.25	6536.31	2021-09-25 04:50:51-03
26	26	2	63	PF	2012-08-12 13:34:00-03	10388.78	10032.94	2021-02-13 01:38:56-03
51	51	2	63	PF	2022-01-18 11:52:00-03	330.55	305.04	2022-12-29 20:59:59.330763-03
140	140	2	63	PF	2015-02-10 11:47:00-02	140807.68	117253.54	2022-12-29 20:59:59.367528-03
235	235	2	63	PF	2018-06-01 10:05:00-03	114315.51	109905.99	2021-09-09 02:16:59-03
383	383	2	63	PF	2017-01-24 11:00:00-02	38945.74	40234.88	2018-06-24 00:58:10-03
633	633	2	63	PF	2011-05-08 10:51:00-03	16.80	0.60	2018-08-30 00:58:32-03
4	4	2	65	PF	2017-04-06 09:28:00-03	184007.86	170283.25	2022-11-12 08:50:05-03
27	27	2	65	PF	2022-05-10 09:29:00-03	263.73	228.68	2022-12-29 21:00:00.767904-03
95	95	2	65	PF	2021-09-22 12:00:00-03	176.31	253.21	2022-12-29 20:59:59.772328-03
11	11	2	69	PF	2010-11-12 14:37:00-02	8749.81	8414.48	2022-12-29 20:59:56-03
177	177	2	69	PF	2022-10-15 13:31:00-03	12129.61	12439.49	2022-12-29 20:59:59.932063-03
244	244	2	69	PF	2012-04-20 10:36:00-03	22751.99	22071.15	2022-12-23 23:19:53-03
251	251	2	69	PF	2013-07-11 11:28:00-03	8907.74	8346.63	2021-09-05 01:36:19-03
468	468	2	69	PF	2021-08-27 10:19:00-03	10007.90	10124.27	2022-12-29 21:00:00.468061-03
533	533	2	69	PF	2021-08-09 09:39:00-03	26541.77	24783.65	2022-12-29 20:59:59.604072-03
759	759	2	69	PF	2022-01-02 11:41:00-03	937.58	1702.40	2022-12-29 20:59:59.09932-03
919	919	2	69	PF	2014-10-18 09:17:00-03	11549.64	11770.39	2018-09-03 11:38:01-03
972	972	2	69	PF	2010-08-10 12:41:00-03	18882.36	17130.82	2022-05-07 22:59:15-03
166	166	2	70	PF	2014-11-21 13:42:00-02	124745.70	122476.89	2021-01-20 08:41:39-03
222	222	2	70	PF	2014-05-11 07:03:00-03	10214.64	10068.50	2017-07-29 21:08:27-03
642	642	2	70	PF	2019-06-26 09:58:00-03	14609.90	14856.86	2022-12-29 20:59:59.449488-03
655	655	2	70	PF	2016-02-11 12:22:00-02	74550.79	70325.65	2020-05-15 13:28:49-03
699	699	2	70	PF	2011-03-22 11:49:00-03	24351.57	22299.44	2022-12-29 20:59:59.406374-03
700	700	2	70	PF	2017-12-06 14:13:00-02	24760.97	25235.92	2022-12-29 21:00:00.050689-03
510	510	2	81	PF	2012-03-16 10:03:00-03	23050.59	20939.23	2022-12-29 20:59:59.194889-03
640	640	2	81	PF	2020-06-11 11:58:00-03	151.11	61.30	2022-12-29 20:59:59.961749-03
668	668	2	81	PF	2015-03-03 09:16:00-03	2967.72	918.58	2022-12-29 21:00:00.758288-03
879	879	2	81	PF	2013-07-12 07:44:00-03	238990.88	231759.98	2019-09-11 02:47:27-03
891	891	2	81	PF	2012-02-20 11:42:00-02	5171.98	5112.55	2018-08-12 05:36:11-03
913	913	2	81	PF	2021-10-08 11:19:00-03	297.75	128.35	2022-12-29 21:00:00.41435-03
75	75	2	96	PF	2011-06-12 10:50:00-03	43845.30	44058.34	2022-10-08 03:10:17-03
201	201	2	96	PF	2021-11-12 13:43:00-03	20524.26	19820.47	2022-12-29 21:00:00.097381-03
323	323	2	96	PF	2015-06-14 13:51:00-03	3914.17	3800.27	2022-12-29 21:00:00.568614-03
372	372	2	96	PF	2013-11-27 11:03:00-02	25957.56	24630.60	2019-10-25 05:58:32-03
425	425	2	96	PF	2021-01-22 10:13:00-03	773.54	29312.93	2022-12-29 20:59:59.637724-03
547	547	2	96	PF	2013-04-04 12:11:00-03	24560.00	45922.63	2018-01-29 21:27:08-02
623	623	2	96	PF	2018-06-12 08:47:00-03	274.86	195.38	2021-11-04 02:58:29-03
659	659	2	96	PF	2011-09-22 11:33:00-03	43301.92	40067.48	2019-10-04 07:28:51-03
797	797	2	96	PF	2018-10-21 11:14:00-03	66.32	40.06	2022-12-29 21:00:00.98649-03
826	826	2	96	PF	2017-07-16 07:31:00-03	3343.12	3376.43	2019-08-18 14:54:24-03
890	890	2	96	PF	2013-12-11 12:23:00-02	91.91	34.61	2022-09-19 04:33:48-03
998	998	2	96	PF	2013-11-07 11:05:00-02	12110.95	47398.84	2016-07-24 09:03:50-03
135	135	3	4	PF	2016-07-03 09:30:00-03	7367.60	7665.52	2020-11-27 08:01:16-03
189	189	3	4	PF	2021-09-16 08:47:00-03	3657.94	2875.48	2022-12-29 20:47:10-03
656	656	3	4	PF	2019-02-20 09:24:00-03	30350.78	30770.78	2021-05-18 01:02:16-03
814	814	3	4	PF	2014-09-09 11:55:00-03	20261.34	19025.32	2018-09-10 00:08:32-03
876	876	3	4	PF	2019-04-17 08:01:00-03	5137.50	5069.37	2022-12-29 20:59:59.711504-03
895	895	3	4	PF	2022-08-15 08:35:00-03	3191.86	3020.27	2022-12-29 21:00:00.708347-03
963	963	3	4	PF	2022-06-13 12:07:00-03	6909.48	6250.55	2022-12-29 20:59:59.305111-03
70	70	3	27	PF	2021-02-18 12:23:00-03	108.51	28940.35	2022-12-29 21:00:00.135754-03
229	229	3	27	PF	2013-01-20 09:26:00-02	15665.47	15511.60	2016-11-13 17:53:00-02
368	368	3	27	PF	2016-03-03 10:31:00-03	12017.39	12075.63	2022-12-29 20:59:59.147739-03
376	376	3	27	PF	2012-04-07 12:08:00-03	11668.15	10745.11	2022-09-30 05:42:18-03
721	721	3	27	PF	2022-07-17 11:30:00-03	1729.32	1623.71	2022-12-29 20:59:59.060207-03
845	845	3	27	PF	2020-12-16 12:14:00-03	904.80	477.95	2022-12-29 21:00:00.802509-03
897	897	3	27	PF	2016-12-07 09:46:00-02	208.51	156.15	2022-12-29 20:59:59.625723-03
21	21	3	37	PF	2016-07-10 09:29:00-03	7250.57	6957.31	2022-11-24 16:30:54-03
129	129	3	37	PF	2013-01-08 13:31:00-02	40602.26	38336.69	2020-04-09 04:00:43-03
212	212	3	37	PF	2021-04-09 12:40:00-03	26933.38	26472.64	2022-12-29 20:59:59.48936-03
420	420	3	37	PF	2013-01-24 08:10:00-02	10852.62	11170.85	2017-05-22 17:51:50-03
608	608	3	37	PF	2014-09-20 08:49:00-03	28555.18	28544.94	2019-12-14 14:57:10-03
767	767	3	37	PF	2019-12-06 12:52:00-03	77102.73	74114.26	2022-12-18 11:40:10-03
850	850	3	37	PF	2013-07-22 11:42:00-03	117660.80	107914.04	2018-08-04 22:57:43-03
173	173	3	41	PF	2021-05-12 11:45:00-03	87.44	536.72	2022-12-29 20:59:59.464383-03
525	525	3	41	PF	2012-05-03 10:10:00-03	22773.81	20567.89	2017-10-21 05:21:47-02
576	576	3	41	PF	2015-12-26 11:07:00-02	1618.48	1368.46	2021-04-11 21:08:06-03
582	582	3	41	PF	2013-02-21 08:58:00-03	36087.81	37148.30	2022-12-29 21:00:00.462063-03
603	603	3	41	PF	2018-04-20 07:44:00-03	4323.15	4352.13	2022-12-29 12:20:07-03
689	689	3	41	PF	2014-04-15 08:08:00-03	37557.59	34398.15	2022-12-29 19:51:57-03
861	861	3	41	PF	2018-07-15 08:31:00-03	3621.64	3264.96	2022-09-26 13:33:15-03
104	104	3	45	PF	2018-01-04 10:09:00-02	10225.38	10009.55	2022-12-29 21:00:00.624769-03
179	179	3	45	PF	2019-01-15 09:29:00-02	67454.05	66086.48	2022-12-29 20:59:59.901142-03
364	364	3	45	PF	2013-09-07 11:06:00-03	19006.90	19977.87	2019-02-24 02:44:55-03
371	371	3	45	PF	2012-12-04 10:48:00-02	35852.78	32782.46	2022-12-29 20:58:41-03
535	535	3	45	PF	2014-09-06 10:52:00-03	35.27	24.18	2021-09-06 15:08:48-03
800	800	3	45	PF	2015-02-25 12:05:00-03	45523.67	46356.45	2022-12-29 21:00:00.482356-03
840	840	3	45	PF	2013-02-05 09:08:00-02	18951.81	19926.05	2022-12-29 20:59:59.777193-03
966	966	3	45	PF	2013-11-05 13:33:00-02	15348.31	15243.72	2022-12-29 05:21:46-03
71	71	3	47	PF	2013-12-14 11:59:00-02	16164.54	14842.35	2019-12-04 00:28:17-03
162	162	3	47	PF	2012-11-15 09:37:00-02	22674.02	22376.76	2016-11-24 08:37:37-02
238	238	3	47	PF	2019-03-08 13:08:00-03	786.88	783.20	2022-12-29 20:59:59.181535-03
374	374	3	47	PF	2013-07-28 08:52:00-03	71434.55	69922.48	2021-03-04 18:21:16-03
430	430	3	47	PF	2013-08-16 08:02:00-03	1546.67	1451.68	2019-03-11 01:35:56-03
752	752	3	47	PF	2017-10-28 13:26:00-02	657.92	538.65	2022-12-29 20:59:59.381012-03
778	778	3	47	PF	2018-12-21 12:46:00-02	4988.43	5373.21	2022-12-29 20:59:59.562888-03
832	832	3	47	PF	2012-12-25 13:27:00-02	56012.79	51659.17	2019-09-23 19:31:07-03
863	863	3	47	PF	2015-11-26 10:41:00-02	118.81	56.56	2018-09-23 18:05:00-03
3	3	3	49	PF	2013-01-05 11:13:00-02	25244.49	24079.04	2022-08-14 17:51:30-03
155	155	3	49	PF	2013-08-22 10:27:00-03	57577.01	57526.38	2018-09-21 19:25:28-03
523	523	3	49	PF	2013-03-18 07:44:00-03	16025.31	14722.03	2015-06-04 15:42:29-03
765	765	3	49	PF	2019-05-27 09:48:00-03	291.08	200.49	2022-12-29 20:59:59.267491-03
846	846	3	49	PF	2013-10-12 07:33:00-03	143847.09	130458.18	2022-12-29 21:00:00.110692-03
881	881	3	49	PF	2019-12-23 12:28:00-03	5707.79	5466.55	2022-12-29 20:57:20-03
